height_cm,weight_kgs
187.96,84.8
187.96,73.9
195.58,88.9
175.26,68.9
175.26,74.8
182.88,71.2
175.26,79.8
185.42,78.0
182.88,81.2
187.96,74.8
182.88,77.1
175.26,69.9
185.42,81.2
182.88,77.1
170.18,64.9
182.88,78.0
185.42,82.1
154.94,77.1
152.4,68.0
187.96,74.8
152.4,72.1
175.26,59.0
154.94,69.9
185.42,69.9
152.4,74.8
182.88,78.0
175.26,68.0
154.94,78.0
185.42,79.8
187.96,78.0
152.4,77.1
175.26,73.0
182.88,77.1
187.96,83.0
172.72,68.0
182.88,79.8
175.26,68.0
187.96,81.2
185.42,83.0
167.64,71.2
182.88,78.9
182.88,82.1
170.18,64.0
187.96,79.8
154.94,73.9
190.5,79.8
154.94,69.9
175.26,73.9
182.88,78.9
175.26,78.0
154.94,74.8
185.42,74.8
187.96,78.9
152.4,68.9
193.04,79.8
152.4,68.9
154.94,69.9
182.88,64.0
175.26,69.9
152.4,71.2
154.94,72.1
154.94,76.2
187.96,78.0
182.88,86.2
185.42,77.1
190.5,86.2
185.42,81.2
152.4,71.2
187.96,87.1
154.94,79.8
154.94,78.9
152.4,64.9
167.64,54.9
154.94,74.8
172.72,64.9
152.4,67.1
154.94,83.0
154.94,79.8
190.5,82.1
187.96,69.9
195.58,83.9
152.4,76.2
190.5,84.8
170.18,73.9
190.5,83.9
172.72,78.0
152.4,74.8
187.96,82.1
187.96,88.0
195.58,93.9
175.26,73.0
193.04,92.1
187.96,79.8
152.4,73.9
193.04,78.0
182.88,73.0
187.96,69.9
152.4,73.0
154.94,76.2
187.96,78.9
175.26,72.1
187.96,78.9
175.26,73.9
175.26,68.0
170.18,71.2
154.94,74.8
175.26,67.1
170.18,69.9
165.1,62.1
154.94,73.0
185.42,68.9
187.96,78.9
154.94,86.2
167.64,64.9
187.96,83.9
193.04,83.0
190.5,83.9
187.96,96.2
182.88,78.9
182.88,73.0
175.26,72.1
152.4,68.0
152.4,67.1
190.5,81.2
152.4,77.1
152.4,79.8
193.04,86.2
182.88,83.0
182.88,86.2
193.04,78.0
172.72,68.0
182.88,78.9
152.4,71.2
170.18,76.2
190.5,88.0
193.04,93.0
170.18,67.1
152.4,73.9
172.72,72.1
193.04,82.1
182.88,73.9
154.94,73.9
175.26,64.9
182.88,79.8
152.4,74.8
154.94,72.1
152.4,72.1
182.88,73.0
195.58,83.9
187.96,87.1
182.88,71.2
190.5,83.0
175.26,64.9
187.96,77.1
187.96,76.2
190.5,79.8
172.72,72.1
187.96,84.8
182.88,78.0
172.72,68.0
152.4,64.9
185.42,87.1
182.88,76.2
170.18,73.0
170.18,68.9
190.5,84.8
154.94,73.9
182.88,78.9
187.96,72.1
190.5,78.0
190.5,88.0
175.26,69.9
175.26,73.0
154.94,78.0
182.88,82.1
165.1,66.2
182.88,74.8
175.26,73.0
185.42,73.9
182.88,76.2
187.96,72.1
185.42,69.9
172.72,64.9
154.94,72.1
172.72,68.0
182.88,82.1
175.26,72.1
182.88,73.9
154.94,74.8
185.42,72.1
187.96,77.1
160.02,58.1
187.96,77.1
193.04,74.8
182.88,77.1
182.88,77.1
154.94,76.2
185.42,79.8
154.94,73.9
175.26,69.9
187.96,82.1
154.94,76.2
175.26,66.2
193.04,83.9
195.58,86.2
175.26,66.2
193.04,93.0
154.94,72.1
185.42,73.9
187.96,84.8
154.94,73.0
152.4,69.9
175.26,73.0
187.96,81.2
187.96,79.8
175.26,66.2
154.94,73.9
190.5,79.8
175.26,68.0
182.88,78.0
193.04,82.1
182.88,74.8
152.4,69.9
172.72,64.9
167.64,60.8
182.88,73.9
185.42,73.9
152.4,73.0
165.1,57.2
187.96,78.9
154.94,71.2
170.18,62.1
154.94,76.2
193.04,88.9
172.72,71.2
175.26,67.1
170.18,68.0
185.42,81.2
187.96,72.1
193.04,84.8
187.96,79.8
190.5,78.9
185.42,78.9
170.18,77.1
190.5,88.9
154.94,73.0
182.88,74.8
154.94,76.2
165.1,58.1
152.4,62.1
152.4,74.8
154.94,71.2
182.88,83.0
182.88,73.0
182.88,78.0
172.72,72.1
187.96,73.0
182.88,78.9
152.4,64.0
187.96,83.9
175.26,72.1
182.88,78.0
154.94,74.8
154.94,69.9
172.72,69.9
170.18,68.9
182.88,78.0
170.18,62.1
193.04,88.0
154.94,69.9
154.94,68.9
175.26,72.1
154.94,73.0
175.26,63.0
170.18,67.1
154.94,78.0
182.88,77.1
175.26,78.0
152.4,64.0
172.72,68.0
190.5,87.1
182.88,78.0
187.96,84.8
152.4,72.1
175.26,59.9
175.26,68.0
152.4,76.2
152.4,77.1
170.18,64.9
152.4,71.2
152.4,79.8
182.88,81.2
185.42,78.0
175.26,69.9
172.72,68.0
152.4,77.1
193.04,98.0
152.4,73.9
182.88,77.1
170.18,66.2
152.4,110.2
175.26,69.9
185.42,84.8
182.88,78.0
182.88,76.2
170.18,62.1
154.94,74.8
152.4,71.2
198.12,81.2
190.5,87.1
152.4,63.0
152.4,84.8
154.94,73.0
152.4,73.9
182.88,79.8
154.94,74.8
154.94,78.9
165.1,54.9
154.94,71.2
175.26,68.0
154.94,77.1
175.26,69.9
182.88,73.0
185.42,76.2
190.5,83.9
185.42,83.0
187.96,91.2
187.96,78.0
172.72,67.1
154.94,72.1
152.4,73.0
190.5,81.2
182.88,78.9
185.42,78.9
187.96,76.2
154.94,78.9
154.94,67.1
182.88,77.1
190.5,98.9
185.42,78.9
185.42,84.8
152.4,77.1
175.26,73.9
175.26,71.2
185.42,77.1
185.42,72.1
175.26,73.9
152.4,72.1
193.04,77.1
187.96,78.0
154.94,73.9
175.26,68.0
152.4,69.9
182.88,78.9
154.94,64.9
175.26,68.0
167.64,76.2
152.4,73.0
182.88,76.2
170.18,67.1
175.26,73.9
190.5,89.8
182.88,74.8
154.94,78.0
152.4,68.0
190.5,72.1
172.72,72.1
182.88,82.1
182.88,74.8
187.96,73.0
170.18,66.2
172.72,66.2
190.5,84.8
182.88,78.0
185.42,84.8
187.96,76.2
152.4,76.2
190.5,88.0
187.96,76.2
182.88,77.1
154.94,69.9
172.72,71.2
185.42,79.8
182.88,79.8
193.04,86.2
187.96,84.8
182.88,79.8
152.4,79.8
187.96,89.8
170.18,59.9
175.26,68.9
185.42,79.8
154.94,73.9
172.72,69.9
190.5,87.1
182.88,76.2
182.88,69.9
167.64,71.2
187.96,86.2
185.42,73.0
175.26,71.2
193.04,78.9
172.72,69.9
167.64,68.9
185.42,69.9
170.18,68.9
172.72,68.0
175.26,74.8
185.42,78.0
154.94,78.9
172.72,71.2
175.26,64.0
175.26,68.0
187.96,87.1
187.96,86.2
187.96,78.9
182.88,77.1
185.42,83.0
152.4,64.0
172.72,69.9
185.42,83.9
154.94,73.9
190.5,73.0
175.26,68.9
182.88,79.8
152.4,73.9
154.94,76.2
182.88,79.8
154.94,78.9
175.26,67.1
154.94,78.9
182.88,74.8
187.96,84.8
182.88,77.1
152.4,74.8
175.26,73.0
152.4,67.1
154.94,73.9
182.88,74.8
187.96,76.2
175.26,68.0
185.42,78.9
175.26,68.9
172.72,69.9
187.96,79.8
175.26,73.0
185.42,82.1
187.96,82.1
185.42,81.2
187.96,88.9
187.96,83.0
185.42,74.8
152.4,74.8
187.96,79.8
175.26,74.8
152.4,73.0
152.4,68.9
185.42,78.0
152.4,73.9
152.4,77.1
152.4,77.1
182.88,84.8
154.94,68.0
187.96,88.9
172.72,66.2
152.4,73.0
182.88,69.9
172.72,69.9
182.88,74.8
175.26,77.1
182.88,81.2
154.94,81.2
187.96,74.8
187.96,78.0
152.4,72.1
170.18,68.0
182.88,78.9
190.5,81.2
154.94,64.9
154.94,74.8
190.5,82.1
154.94,69.9
175.26,73.0
152.4,77.1
152.4,69.9
152.4,73.9
172.72,67.1
190.5,81.2
182.88,77.1
175.26,68.0
195.58,92.1
170.18,68.0
175.26,73.9
152.4,73.9
154.94,64.9
152.4,73.9
154.94,74.8
193.04,76.2
187.96,74.8
167.64,78.0
187.96,94.8
152.4,77.1
152.4,71.2
152.4,77.1
185.42,74.8
187.96,93.0
175.26,62.1
175.26,78.0
185.42,84.8
185.42,81.2
175.26,73.9
170.18,64.9
175.26,73.0
185.42,79.8
187.96,79.8
154.94,78.9
172.72,72.1
154.94,69.9
170.18,67.1
175.26,69.9
182.88,78.0
182.88,78.9
152.4,76.2
182.88,74.8
152.4,69.9
182.88,67.1
182.88,76.2
172.72,71.2
152.4,71.2
185.42,74.8
170.18,64.9
154.94,74.8
190.5,86.2
182.88,73.9
175.26,67.1
175.26,68.0
195.58,92.1
187.96,76.2
154.94,64.9
175.26,71.2
172.72,69.9
170.18,71.2
175.26,69.9
187.96,74.8
187.96,73.9
175.26,66.2
154.94,74.8
182.88,82.1
182.88,79.8
187.96,88.0
182.88,81.2
187.96,81.2
152.4,73.9
175.26,64.9
185.42,69.9
182.88,73.0
170.18,73.0
185.42,72.1
182.88,76.2
182.88,77.1
193.04,91.2
185.42,78.9
185.42,68.9
152.4,64.0
193.04,79.8
190.5,84.8
154.94,73.0
152.4,76.2
170.18,63.0
185.42,76.2
193.04,81.2
182.88,69.9
198.12,88.0
170.18,67.1
185.42,74.8
152.4,64.9
175.26,69.9
172.72,63.0
193.04,68.9
185.42,82.1
185.42,81.2
185.42,77.1
182.88,83.9
182.88,78.9
172.72,68.0
152.4,73.0
185.42,74.8
193.04,78.9
185.42,78.9
187.96,83.0
185.42,76.2
175.26,74.8
154.94,76.2
182.88,81.2
185.42,78.9
187.96,88.0
182.88,68.9
170.18,64.9
193.04,93.0
152.4,78.9
187.96,83.0
152.4,76.2
182.88,77.1
152.4,73.0
175.26,68.0
175.26,69.9
175.26,66.2
154.94,79.8
185.42,77.1
185.42,79.8
152.4,69.9
152.4,77.1
167.64,73.0
152.4,73.0
182.88,72.1
187.96,81.2
152.4,71.2
172.72,68.0
175.26,60.8
154.94,76.2
187.96,81.2
152.4,63.0
182.88,74.8
190.5,88.0
187.96,82.1
154.94,74.8
187.96,83.9
170.18,68.9
182.88,74.8
182.88,77.1
154.94,72.1
182.88,72.1
193.04,84.8
182.88,78.0
154.94,74.8
182.88,69.9
152.4,74.8
154.94,73.9
182.88,74.8
187.96,79.8
187.96,88.9
175.26,73.0
175.26,66.2
190.5,84.8
154.94,68.0
190.5,83.0
152.4,77.1
167.64,63.0
175.26,71.2
182.88,76.2
185.42,82.1
152.4,77.1
185.42,68.0
154.94,74.8
175.26,77.1
182.88,73.0
154.94,76.2
175.26,67.1
154.94,69.9
154.94,74.8
152.4,68.0
175.26,68.9
175.26,68.0
182.88,77.1
182.88,73.9
187.96,86.2
170.18,69.9
154.94,69.9
152.4,74.8
152.4,72.1
152.4,82.1
152.4,77.1
172.72,76.2
172.72,71.2
154.94,79.8
175.26,78.0
175.26,68.9
167.64,68.0
152.4,73.9
175.26,68.0
185.42,74.8
182.88,76.2
172.72,71.2
152.4,66.2
187.96,91.2
185.42,74.8
187.96,72.1
165.1,64.9
170.18,60.8
182.88,79.8
172.72,69.9
175.26,76.2
175.26,73.0
185.42,78.0
182.88,74.8
187.96,84.8
187.96,78.9
187.96,83.0
175.26,68.0
175.26,64.0
182.88,79.8
154.94,72.1
152.4,69.9
154.94,89.8
175.26,77.1
187.96,71.2
182.88,77.1
175.26,71.2
187.96,78.9
190.5,78.0
182.88,79.8
182.88,74.8
152.4,69.9
175.26,77.1
187.96,79.8
154.94,78.9
190.5,79.8
190.5,82.1
175.26,64.9
152.4,69.9
154.94,66.2
152.4,72.1
190.5,88.0
187.96,83.0
175.26,73.0
154.94,78.9
172.72,68.0
182.88,74.8
182.88,76.2
152.4,73.0
175.26,74.8
154.94,67.1
175.26,71.2
182.88,76.2
152.4,72.1
152.4,78.0
190.5,88.0
154.94,78.9
187.96,83.9
185.42,78.9
185.42,76.2
170.18,64.0
152.4,66.2
185.42,79.8
190.5,89.8
175.26,69.9
190.5,83.0
182.88,64.9
185.42,81.2
185.42,73.9
165.1,64.0
175.26,77.1
185.42,79.8
182.88,73.0
193.04,79.8
154.94,73.9
182.88,78.0
193.04,81.2
170.18,67.1
170.18,67.1
170.18,62.1
152.4,68.0
154.94,82.1
182.88,83.9
170.18,64.9
182.88,83.0
152.4,67.1
154.94,78.9
172.72,72.1
182.88,89.8
182.88,71.2
182.88,77.1
195.58,83.9
154.94,82.1
182.88,74.8
154.94,71.2
185.42,78.9
172.72,74.8
152.4,66.2
182.88,74.8
187.96,74.8
193.04,84.8
182.88,79.8
170.18,59.9
193.04,83.0
175.26,72.1
182.88,69.9
190.5,83.0
154.94,74.8
152.4,81.2
182.88,74.8
182.88,74.8
182.88,76.2
185.42,82.1
190.5,79.8
187.96,79.8
175.26,77.1
167.64,67.1
187.96,78.0
185.42,74.8
182.88,92.1
182.88,78.9
170.18,64.9
170.18,64.9
152.4,68.9
170.18,64.9
154.94,71.2
182.88,93.9
182.88,76.2
170.18,67.1
182.88,77.1
185.42,74.8
190.5,88.0
182.88,69.9
152.4,73.9
182.88,74.8
195.58,82.1
175.26,71.2
172.72,67.1
175.26,68.0
193.04,83.9
175.26,66.2
175.26,64.9
182.88,73.9
187.96,77.1
170.18,64.9
154.94,71.2
187.96,83.0
190.5,82.1
187.96,83.0
175.26,73.9
167.64,60.8
190.5,79.8
193.04,87.1
190.5,86.2
182.88,74.8
154.94,84.8
175.26,69.9
175.26,73.9
187.96,78.9
172.72,71.2
172.72,72.1
170.18,72.1
175.26,68.9
152.4,84.8
190.5,89.8
154.94,77.1
154.94,81.2
172.72,68.0
195.58,82.1
190.5,92.1
170.18,74.8
170.18,59.9
152.4,69.9
193.04,83.9
185.42,83.9
152.4,69.9
152.4,76.2
154.94,69.9
165.1,64.9
190.5,82.1
152.4,64.0
182.88,76.2
175.26,73.0
167.64,64.0
193.04,83.9
167.64,69.9
152.4,67.1
170.18,69.9
170.18,68.0
182.88,79.8
182.88,73.0
152.4,73.0
182.88,78.0
172.72,62.1
182.88,78.0
182.88,76.2
170.18,64.9
190.5,88.0
175.26,63.0
190.5,107.0
175.26,66.2
185.42,78.9
185.42,64.9
152.4,68.9
187.96,78.0
152.4,72.1
187.96,86.2
190.5,78.0
185.42,86.2
154.94,69.9
170.18,71.2
187.96,84.8
154.94,72.1
172.72,59.9
152.4,76.2
187.96,78.0
152.4,77.1
152.4,76.2
154.94,81.2
154.94,77.1
187.96,76.2
182.88,76.2
175.26,66.2
182.88,73.9
187.96,72.1
182.88,83.0
182.88,73.0
193.04,84.8
187.96,78.0
182.88,79.8
172.72,66.2
154.94,78.9
172.72,63.0
170.18,69.9
154.94,73.9
175.26,74.8
185.42,81.2
152.4,69.9
182.88,69.9
182.88,84.8
182.88,69.9
175.26,74.8
154.94,74.8
172.72,74.8
152.4,73.0
193.04,84.8
182.88,69.9
182.88,78.0
182.88,78.9
154.94,68.0
185.42,77.1
193.04,93.9
172.72,67.1
182.88,73.9
152.4,72.1
185.42,78.0
187.96,76.2
175.26,63.0
187.96,72.1
154.94,79.8
187.96,79.8
182.88,77.1
182.88,69.9
154.94,73.9
185.42,73.9
187.96,88.0
152.4,64.9
182.88,72.1
152.4,73.0
175.26,63.0
190.5,83.0
175.26,67.1
182.88,79.8
190.5,93.0
154.94,76.2
152.4,71.2
167.64,63.0
165.1,60.8
170.18,64.9
154.94,73.9
182.88,76.2
190.5,82.1
190.5,84.8
182.88,69.9
154.94,69.9
182.88,78.9
175.26,64.9
185.42,89.8
187.96,83.9
172.72,72.1
154.94,74.8
193.04,93.0
175.26,69.9
175.26,77.1
182.88,77.1
175.26,58.1
175.26,74.8
193.04,89.8
182.88,78.9
170.18,64.9
182.88,69.9
152.4,73.9
182.88,73.9
182.88,79.8
195.58,88.9
185.42,73.9
187.96,73.0
185.42,83.0
175.26,68.9
187.96,78.0
172.72,68.0
167.64,60.8
170.18,69.9
167.64,64.9
182.88,77.1
172.72,73.9
182.88,72.1
185.42,82.1
154.94,67.1
182.88,73.9
154.94,76.2
187.96,86.2
152.4,68.9
170.18,69.9
190.5,84.8
185.42,74.8
187.96,83.9
152.4,74.8
190.5,84.8
185.42,82.1
185.42,81.2
182.88,69.9
175.26,83.0
187.96,79.8
154.94,84.8
172.72,72.1
175.26,73.0
187.96,79.8
187.96,83.9
172.72,59.9
187.96,91.2
154.94,77.1
185.42,79.8
152.4,73.9
190.5,78.0
175.26,64.9
175.26,67.1
175.26,76.2
175.26,71.2
154.94,79.8
172.72,71.2
170.18,67.1
154.94,81.2
175.26,58.1
154.94,83.0
175.26,71.2
182.88,83.9
187.96,78.0
175.26,69.9
182.88,74.8
172.72,68.0
152.4,73.9
185.42,69.9
187.96,78.9
187.96,73.9
185.42,78.9
190.5,88.9
182.88,73.9
182.88,83.0
182.88,73.9
152.4,69.9
154.94,74.8
152.4,69.9
152.4,69.9
167.64,74.8
198.12,97.1
154.94,74.8
190.5,89.8
170.18,76.2
195.58,83.0
187.96,87.1
172.72,67.1
187.96,83.0
152.4,73.9
182.88,73.0
185.42,82.1
185.42,73.9
154.94,69.9
175.26,73.0
154.94,78.0
152.4,69.9
187.96,71.2
187.96,76.2
182.88,73.9
152.4,73.9
175.26,73.9
152.4,68.0
154.94,79.8
175.26,68.0
170.18,67.1
172.72,67.1
182.88,78.9
182.88,83.9
154.94,88.0
187.96,81.2
170.18,69.9
154.94,71.2
187.96,82.1
182.88,73.0
152.4,71.2
175.26,72.1
193.04,79.8
165.1,62.1
190.5,83.0
175.26,73.0
152.4,71.2
182.88,82.1
172.72,68.0
193.04,78.0
185.42,82.1
190.5,78.9
182.88,79.8
187.96,76.2
154.94,73.9
170.18,69.9
152.4,73.0
170.18,69.9
182.88,73.0
154.94,76.2
185.42,83.0
152.4,73.0
172.72,68.0
182.88,73.0
154.94,88.9
182.88,73.9
182.88,78.9
175.26,59.9
152.4,73.9
185.42,78.0
187.96,74.8
182.88,69.9
175.26,72.1
175.26,69.9
172.72,77.1
182.88,73.0
187.96,76.2
152.4,72.1
187.96,74.8
154.94,76.2
195.58,98.0
152.4,72.1
175.26,71.2
175.26,77.1
175.26,67.1
182.88,74.8
154.94,78.0
154.94,64.9
154.94,69.9
154.94,83.0
154.94,77.1
182.88,73.0
170.18,68.0
187.96,78.0
172.72,73.0
170.18,68.0
152.4,73.9
152.4,81.2
175.26,69.9
152.4,77.1
154.94,71.2
185.42,87.1
187.96,76.2
175.26,69.9
182.88,81.2
187.96,82.1
182.88,73.0
182.88,77.1
182.88,72.1
175.26,66.2
175.26,66.2
154.94,83.0
185.42,79.8
182.88,74.8
182.88,82.1
154.94,73.0
152.4,66.2
152.4,72.1
154.94,76.2
172.72,76.2
187.96,82.1
167.64,59.0
185.42,78.0
182.88,72.1
193.04,76.2
185.42,78.9
170.18,64.9
154.94,74.8
152.4,69.9
175.26,68.9
170.18,73.9
185.42,72.1
167.64,60.8
185.42,72.1
182.88,79.8
167.64,68.9
175.26,66.2
182.88,72.1
154.94,73.0
170.18,64.9
152.4,74.8
170.18,67.1
152.4,73.9
165.1,59.9
170.18,60.8
172.72,69.9
175.26,72.1
187.96,81.2
170.18,68.9
182.88,73.0
152.4,68.0
152.4,68.0
182.88,72.1
182.88,73.9
154.94,73.9
185.42,78.0
182.88,83.9
152.4,73.0
193.04,86.2
154.94,74.8
170.18,68.0
175.26,73.9
195.58,83.9
152.4,67.1
167.64,64.9
154.94,78.0
152.4,73.9
187.96,74.8
182.88,74.8
182.88,79.8
172.72,64.0
190.5,84.8
175.26,66.2
175.26,71.2
182.88,73.0
175.26,77.1
175.26,73.0
152.4,74.8
182.88,71.2
152.4,71.2
154.94,73.9
175.26,69.9
154.94,68.0
182.88,78.0
175.26,67.1
162.56,64.0
154.94,82.1
175.26,66.2
175.26,72.1
175.26,68.0
190.5,78.0
152.4,71.2
187.96,82.1
154.94,74.8
152.4,73.9
193.04,82.1
172.72,59.9
187.96,83.0
185.42,82.1
167.64,59.9
187.96,82.1
154.94,74.8
167.64,63.0
152.4,69.9
152.4,67.1
187.96,78.9
190.5,83.0
190.5,86.2
182.88,83.9
187.96,77.1
182.88,74.8
152.4,72.1
182.88,83.0
175.26,69.9
175.26,68.0
182.88,77.1
187.96,86.2
154.94,78.0
187.96,83.0
190.5,78.9
182.88,74.8
175.26,68.0
154.94,67.1
190.5,83.0
193.04,88.0
185.42,78.0
152.4,78.0
185.42,88.0
187.96,82.1
182.88,78.9
190.5,83.0
152.4,69.9
175.26,73.0
200.66,93.9
190.5,82.1
195.58,86.2
175.26,73.0
187.96,83.0
190.5,81.2
152.4,73.9
175.26,66.2
175.26,81.2
190.5,82.1
172.72,66.2
152.4,74.8
182.88,74.8
185.42,79.8
154.94,82.1
185.42,76.2
182.88,78.9
182.88,82.1
175.26,66.2
182.88,78.9
190.5,73.9
187.96,82.1
185.42,78.0
190.5,88.9
152.4,76.2
193.04,86.2
152.4,74.8
175.26,78.0
190.5,78.9
190.5,84.8
154.94,72.1
187.96,88.0
182.88,86.2
152.4,72.1
182.88,73.9
175.26,76.2
193.04,84.8
152.4,71.2
190.5,82.1
152.4,67.1
182.88,78.9
182.88,74.8
185.42,77.1
152.4,69.9
154.94,86.2
172.72,67.1
154.94,71.2
152.4,69.9
187.96,86.2
154.94,72.1
187.96,87.1
172.72,64.0
172.72,68.9
182.88,78.0
152.4,74.8
182.88,79.8
172.72,69.9
187.96,88.0
182.88,68.9
182.88,69.9
185.42,78.0
175.26,64.9
193.04,88.0
152.4,69.9
195.58,83.0
193.04,78.0
152.4,68.9
185.42,84.8
154.94,69.9
182.88,79.8
182.88,77.1
152.4,72.1
152.4,74.8
182.88,81.2
182.88,71.2
172.72,69.9
154.94,76.2
198.12,93.9
175.26,69.9
182.88,78.0
152.4,69.9
182.88,88.0
187.96,82.1
187.96,89.8
154.94,74.8
154.94,73.0
187.96,81.2
175.26,69.9
182.88,77.1
154.94,67.1
185.42,78.0
185.42,78.9
185.42,84.8
185.42,83.0
187.96,73.9
172.72,69.9
187.96,83.0
175.26,68.0
185.42,68.0
182.88,71.2
175.26,72.1
187.96,82.1
187.96,81.2
182.88,76.2
182.88,72.1
187.96,79.8
175.26,78.0
175.26,63.0
175.26,67.1
187.96,82.1
152.4,72.1
175.26,72.1
182.88,74.8
182.88,72.1
175.26,74.8
152.4,73.0
182.88,79.8
182.88,74.8
182.88,74.8
182.88,78.0
175.26,69.9
182.88,77.1
187.96,81.2
187.96,79.8
154.94,76.2
175.26,64.9
182.88,82.1
182.88,77.1
175.26,74.8
154.94,74.8
175.26,68.0
182.88,73.0
185.42,87.1
187.96,81.2
175.26,69.9
190.5,79.8
152.4,69.9
185.42,78.9
185.42,69.9
182.88,77.1
154.94,72.1
175.26,59.9
182.88,79.8
170.18,64.0
193.04,91.2
185.42,83.0
154.94,68.9
175.26,68.0
154.94,76.2
175.26,73.0
182.88,74.8
175.26,77.1
198.12,83.9
185.42,82.1
170.18,72.1
152.4,63.0
172.72,69.9
187.96,88.9
182.88,72.1
175.26,71.2
187.96,79.8
190.5,78.9
190.5,81.2
187.96,83.0
187.96,89.8
152.4,73.0
187.96,83.0
185.42,78.9
167.64,68.9
154.94,76.2
152.4,66.2
170.18,68.0
175.26,67.1
190.5,78.9
182.88,68.0
187.96,83.0
175.26,73.9
152.4,71.2
152.4,73.9
167.64,68.9
190.5,83.0
154.94,82.1
182.88,78.0
193.04,81.2
152.4,78.9
152.4,71.2
167.64,64.9
190.5,88.9
172.72,66.2
175.26,68.0
154.94,74.8
182.88,78.0
193.04,78.0
170.18,69.9
182.88,72.1
185.42,79.8
185.42,84.8
154.94,74.8
152.4,73.9
152.4,86.2
193.04,81.2
152.4,78.9
187.96,78.9
187.96,74.8
187.96,71.2
170.18,63.0
193.04,88.0
185.42,79.8
185.42,86.2
190.5,87.1
187.96,79.8
195.58,88.9
203.2,93.9
175.26,69.9
182.88,73.9
187.96,79.8
152.4,73.0
170.18,68.0
187.96,88.9
185.42,87.1
193.04,91.2
152.4,74.8
152.4,74.8
152.4,69.9
187.96,84.8
185.42,67.1
182.88,77.1
185.42,78.0
175.26,78.9
182.88,84.8
185.42,79.8
185.42,78.9
152.4,81.2
170.18,69.9
170.18,64.0
187.96,79.8
190.5,78.0
182.88,76.2
152.4,74.8
182.88,81.2
187.96,77.1
195.58,78.0
182.88,76.2
152.4,72.1
154.94,78.9
154.94,73.0
185.42,77.1
187.96,92.1
187.96,79.8
187.96,83.9
172.72,59.9
187.96,74.8
185.42,88.9
187.96,76.2
185.42,79.8
182.88,69.9
175.26,73.9
185.42,77.1
154.94,71.2
193.04,88.0
175.26,68.0
193.04,88.0
170.18,68.0
185.42,79.8
182.88,78.0
154.94,73.9
187.96,79.8
172.72,82.1
170.18,60.8
185.42,78.0
152.4,73.0
154.94,72.1
175.26,69.9
182.88,69.9
182.88,76.2
185.42,78.9
170.18,66.2
187.96,88.9
182.88,79.8
193.04,83.9
170.18,68.0
152.4,69.9
185.42,79.8
152.4,69.9
154.94,69.9
175.26,73.9
182.88,82.1
154.94,71.2
187.96,83.9
154.94,72.1
182.88,76.2
182.88,74.8
182.88,73.9
187.96,87.1
193.04,86.2
187.96,72.1
182.88,78.0
185.42,82.1
182.88,78.9
185.42,78.9
154.94,81.2
187.96,81.2
175.26,72.1
182.88,74.8
187.96,82.1
185.42,78.9
193.04,83.9
152.4,71.2
185.42,84.8
182.88,68.9
154.94,74.8
187.96,89.8
190.5,82.1
190.5,87.1
170.18,66.2
185.42,83.9
152.4,69.9
154.94,74.8
175.26,68.9
187.96,83.0
154.94,79.8
154.94,72.1
175.26,64.0
154.94,83.0
187.96,84.8
185.42,87.1
154.94,77.1
190.5,86.2
185.42,79.8
175.26,64.9
182.88,76.2
152.4,68.0
182.88,76.2
198.12,84.8
187.96,73.0
182.88,74.8
182.88,83.0
154.94,69.9
182.88,73.0
187.96,83.9
175.26,73.9
187.96,82.1
185.42,82.1
152.4,78.0
152.4,77.1
170.18,73.9
172.72,73.9
187.96,81.2
182.88,73.0
154.94,83.0
154.94,76.2
182.88,74.8
187.96,74.8
193.04,87.1
154.94,73.0
185.42,78.0
182.88,69.9
182.88,72.1
198.12,91.2
185.42,83.9
190.5,78.9
190.5,83.9
175.26,67.1
152.4,64.0
185.42,78.9
187.96,79.8
185.42,76.2
187.96,83.9
185.42,69.9
182.88,69.9
182.88,82.1
195.58,89.8
185.42,88.0
187.96,82.1
182.88,79.8
187.96,82.1
154.94,72.1
152.4,73.0
152.4,76.2
175.26,73.0
193.04,73.0
175.26,74.8
187.96,86.2
193.04,91.2
175.26,73.0
190.5,88.0
154.94,78.0
154.94,69.9
182.88,77.1
152.4,72.1
172.72,69.9
182.88,86.2
187.96,78.9
172.72,69.9
182.88,68.9
185.42,77.1
175.26,72.1
185.42,79.8
193.04,88.0
187.96,86.2
175.26,74.8
182.88,83.9
152.4,74.8
187.96,86.2
182.88,79.8
190.5,87.1
182.88,78.0
172.72,64.9
170.18,68.0
154.94,73.9
193.04,88.0
154.94,77.1
175.26,72.1
187.96,81.2
187.96,83.9
152.4,71.2
154.94,74.8
187.96,87.1
185.42,78.9
154.94,73.9
193.04,84.8
185.42,83.0
172.72,62.1
154.94,74.8
172.72,67.1
182.88,73.9
190.5,91.2
175.26,64.9
190.5,81.2
185.42,79.8
190.5,79.8
185.42,76.2
182.88,79.8
152.4,73.0
182.88,74.8
182.88,77.1
152.4,77.1
154.94,73.0
175.26,68.0
152.4,73.0
175.26,69.9
154.94,68.0
154.94,81.2
182.88,68.9
190.5,88.0
187.96,88.9
170.18,68.0
154.94,74.8
152.4,78.0
185.42,87.1
185.42,69.9
154.94,71.2
187.96,81.2
152.4,83.0
187.96,82.1
162.56,64.0
172.72,76.2
154.94,74.8
165.1,63.0
167.64,63.0
152.4,68.0
170.18,72.1
185.42,74.8
182.88,77.1
185.42,79.8
